id,year,date,primary_weapon,threat_type,flee_status,was_mental_illness_related,body_camera,race,gender,age,city,county,state,agency_name,agency_type,agency_ids,latitude,longitude,location_precision
275,2015,2015-03-09,gun,point,not,0,0,White,male,46.0,Dinosaur,Moffat,CO,Moffat County Sheriff's Office,sheriff,340,40.245719,-109.009883,not_available
276,2015,2015-03-09,gun,shoot,not,0,0,Black,male,30.0,Cocoa,Brevard,FL,Brevard County Sheriff's Office,sheriff,28,28.351206,-80.748768,not_available
206,2015,2015-03-10,gun,shoot,not,0,1,Black,male,64.0,Cleveland,Cuyahoga,OH,Cleveland Police Department,local_police,55,41.45028,-81.641036,not_available
278,2015,2015-03-10,gun,shoot,not,0,0,Black,male,31.0,Baton Rouge,East Baton Rouge,LA,U.S. Marshals Service,federal,3356,30.536475,-91.169322,not_available
536,2015,2015-03-10,knife,attack,not,0,1,White,male,23.0,Port Wentworth,Chatham,GA,Port Wentworth Police Department,local_police,581,32.165325,-81.183981,not_available
883,2015,2015-03-10,knife,threat,car,1,0,Hispanic,male,37.0,Ontario,San Bernardino,CA,Ontario Police Department,local_police,735,34.0501046,-117.6546866,not_available
248,2015,2015-03-11,unknown,threat,not,0,0,Black,male,37.0,Elkton,Cecil,MD,Cecil County Sheriff's Office,sheriff,279,39.573459,-75.815786,not_available
277,2015,2015-03-11,gun,shoot,not,1,0,White,male,31.0,Memphis,Shelby,TN,Memphis Police Department,local_police,31,35.157842,-90.000152,not_available
279,2015,2015-03-11,gun,shoot,not,0,0,Hispanic,male,39.0,Santa Ana,Orange,CA,Santa Ana Police Department,local_police,33,33.742882,-117.867651,not_available
281,2015,2015-03-11,replica,point,not,1,0,White,male,31.0,Kingman,Mohave,AZ,Kingman Police Department,local_police,596,35.203911,-114.025931,not_available
307,2015,2015-03-11,gun,shoot,not,0,0,White,male,54.0,Bay Minette,Baldwin,AL,Baldwin County Sheriff's Department,sheriff,87,30.8620675,-87.8905859,not_available
581,2015,2015-03-11,gun,point,not,1,0,White,male,53.0,Hoover,Jefferson,AL,Hoover Police Department,local_police,610,33.416897,-86.849294,not_available
796,2015,2015-03-11,unknown,threat,not,0,0,Hispanic,male,25.0,Los Angeles,Los Angeles,CA,Los Angeles County Sheriff's Department,sheriff,20,33.939359,-118.2195876,not_available
282,2015,2015-03-12,unarmed,threat,not,1,0,Black,male,35.0,Washington,Washington,DC,Metro Transit Police Department,local_other,202,38.882436,-76.982951,not_available
207,2015,2015-03-13,gun,move,other,0,0,Hispanic,male,41.0,Napa,Napa,CA,Napa Police Department,local_police,282,38.306261,-122.273739,not_available
283,2015,2015-03-13,gun,point,not,0,0,White,male,59.0,Kansas City,Jackson,MO,U.S. Marshals Service,federal,2080,38.947445,-94.486698,not_available
289,2015,2015-03-13,knife,attack,not,0,0,White,male,36.0,Fontana,San Bernardino,CA,Fontana Police Department,local_police,45,34.077616,-117.430002,not_available
351,2015,2015-03-13,unarmed,move,foot,0,0,Hispanic,male,32.0,Walnut Creek,Los Angeles,CA,Los Angeles County Sheriff's Department,sheriff,20,33.971236,-118.228991,not_available
208,2015,2015-03-14,knife,threat,not,0,0,White,male,53.0,Follansbee,Brooke,WV,West Virginia State Police,state_police,360,40.331421,-80.596311,not_available
209,2015,2015-03-14,gun,point,car,0,0,White,male,26.0,Kenosha,Kenosha,WI,Kenosha Police Department,local_police,366,42.58309,-87.83459,not_available
287,2015,2015-03-14,gun,shoot,not,1,0,Hispanic,male,29.0,San Antonio,Bexar,TX,San Antonio Police Department,local_police,44,29.513213,-98.535726,not_available
210,2015,2015-03-15,knife,threat,not,0,0,White,male,27.0,Ruth,Pike,MS,Pike County Police Department,local_police,372,31.325691,-90.302843,not_available
212,2015,2015-03-16,gun,point,not,1,0,White,male,28.0,St. Paul,Ramsey,MN,St. Paul Police Department,local_police,63,44.953799,-93.025476,not_available
213,2015,2015-03-16,gun,shoot,not,1,0,White,male,52.0,Gastonia,Gaston,NC,Gaston County Police Department,local_police,58,35.203731,-81.241636,not_available
216,2015,2015-03-17,gun,shoot,not,1,0,White,male,49.0,Medford,Jackson,OR,Medford Police Department,local_police,59,42.330173,-122.898735,not_available
217,2015,2015-03-17,gun,shoot,foot,0,0,White,male,24.0,Dublin,Bladen,NC,Bladenboro Police Department,local_police,56,34.64017,-78.750935,not_available
221,2015,2015-03-17,vehicle,threat,not,1,0,White,female,24.0,San Francisco,San Francisco,CA,San Francisco Police Department,local_police,196,37.789426,-122.422157,not_available
290,2015,2015-03-17,gun,shoot,not,1,0,White,male,20.0,Onalaska,Polk,TX,Onalaska Police Department,local_police,47,30.814732,-95.103563,not_available
292,2015,2015-03-17,unarmed,threat,car,0,0,Hispanic,male,22.0,Sacramento,Sacramento,CA,California Highway Patrol,state_police,266,38.681963,-121.504253,not_available
225,2015,2015-03-18,gun,point,not,0,0,White,female,49.0,Glendale,Maricopa,AZ,Glendale Police Department,local_police,62,33.581697,-112.202814,not_available
226,2015,2015-03-18,gun,point,not,0,0,White,male,64.0,Tallahassee,Leon,FL,Tallahassee Police Department,local_police,311,30.461026,-84.279421,not_available
294,2015,2015-03-18,knife,threat,not,0,0,White,male,47.0,Bakersfield,Kern,CA,Bakersfield Police Department,local_police,7,35.376069,-119.014812,not_available
228,2015,2015-03-19,knife,threat,not,1,1,White,male,39.0,Lawrence County,Lawrence,AL,Lawrence County Sheriff's Office,sheriff,548,34.565591,-87.287003,not_available
229,2015,2015-03-19,unarmed,attack,not,0,0,Black,male,18.0,Cleveland,Cuyahoga,OH,Cleveland Police Department,local_police,55,41.528541,-81.609386,not_available
230,2015,2015-03-19,gun,point,not,0,1,White,male,31.0,Middleton,Canyon,ID,Canyon County Sheriff's Office,sheriff,415,43.704131,-116.579801,not_available
265,2015,2015-03-19,gun,point,car,0,0,Black,male,16.0,Jacksonville,Duval,FL,Jacksonville Sheriff's Office,sheriff,17,30.379217,-81.680175,not_available
295,2015,2015-03-19,unarmed,attack,not,1,0,White,male,20.0,Sumas,Whatcom,WA,U.S. Border Patrol,federal,60,49.000065,-122.273211,not_available
306,2015,2015-03-19,gun,point,not,0,0,White,male,36.0,Bakersfield,Kern,CA,Bakersfield Police Department,local_police,7,35.354986,-119.3361,not_available
308,2015,2015-03-20,knife,attack,not,1,0,Black,male,63.0,New Orleans,Jefferson,LA,Jefferson Parish Sheriff's Office,sheriff,88,29.992531,-90.264891,not_available
310,2015,2015-03-20,gun,shoot,not,0,0,White,male,34.0,Coal County,Coal,OK,Oklahoma Highway Patrol,state_police,101,34.505601,-96.323037,not_available
531,2015,2015-03-20,gun,shoot,car,0,0,Native American,male,24.0,Red Valley,Apache,AZ,Navajo Nation Police Department,other,570,36.466341,-109.137945,not_available
235,2015,2015-03-21,gun,shoot,not,0,0,White,male,21.0,Cottonwood,Yavapai,AZ,Cottonwood Police Department,local_police,422,34.713102,-112.000822,not_available
309,2015,2015-03-21,gun,shoot,car,0,0,White,male,44.0,Clarendon,Orleans,NY,Orleans County Sheriff's Department,sheriff,89,43.190436,-78.047068,not_available
311,2015,2015-03-21,gun,shoot,not,1,0,White,male,60.0,Harmony,Clay,IN,Clay County Sheriff Department,sheriff,212,39.533776,-87.07341,not_available
312,2015,2015-03-21,gun,point,not,0,0,White,male,42.0,Columbus,Franklin,OH,Columbus Police Department,local_police,90,40.02951,-82.998932,not_available
231,2015,2015-03-22,knife,threat,not,1,0,White,male,37.0,Vallejo,Solano,CA,Vallejo Police Department,local_police,211,38.132809,-122.222267,not_available
233,2015,2015-03-22,knife,threat,foot,1,0,White,male,36.0,Portland,Multnomah,OR,Portland Police Department,local_police,618,45.505858,-122.529939,not_available
234,2015,2015-03-22,undetermined,attack,car,0,0,Black,male,21.0,Islip,Suffolk,NY,Suffolk County Police Department,local_police,421,40.739672,-73.238465,not_available
237,2015,2015-03-23,gun,shoot,not,0,0,Black,male,24.0,Santa Clara,Santa Clara,CA,Santa Clara Police Department,local_police,27,37.361221,-121.959126,not_available
238,2015,2015-03-24,gun,point,car,1,0,Black,male,29.0,Portsmouth,Portsmouth City,VA,Portsmouth Police Department,local_police,286,36.818692,-76.369659,not_available
247,2015,2015-03-24,gun,shoot,not,1,0,White,male,57.0,San Jose,Santa Clara,CA,San Jose Police Department,local_police,92,37.302106,-121.840691,not_available
313,2015,2015-03-24,gun,shoot,not,0,0,White,male,38.0,Fond du Lac,Fond du Lac,WI,Wisconsin State Patrol,state_police,425,43.782426,-88.4746,not_available
239,2015,2015-03-25,undetermined,threat,car,0,1,Black,male,23.0,Smyrna,Cobb,GA,Smyrna Police Department,local_police,426,33.865535,-84.476755,not_available
240,2015,2015-03-25,gun,shoot,foot,0,0,Black,male,27.0,Johnsonville,Florence,SC,Florence County Sheriff's Office,sheriff,91,33.819009,-79.462456,not_available
241,2015,2015-03-25,gun,shoot,foot,0,0,Hispanic,male,28.0,South Los Angeles,Los Angeles,CA,Los Angeles County Sheriff's Department,sheriff,20,33.939976,-118.291746,not_available
242,2015,2015-03-25,gun,move,not,1,0,White,male,63.0,Glendale,Maricopa,AZ,Glendale Police Department,local_police,62,33.638279,-112.202927,not_available
246,2015,2015-03-26,gun,shoot,not,0,0,White,female,53.0,Gardner,Johnson,KS,Gardner Police Department,local_police,429,38.818043,-94.91005,not_available
250,2015,2015-03-26,knife,threat,not,1,0,Hispanic,male,35.0,Wilmington,Los Angeles,CA,Los Angeles Police Department,local_police,38,33.793498,-118.271171,not_available
245,2015,2015-03-27,knife,threat,not,0,0,Black,female,26.0,Oxnard,Ventura,CA,Oxnard Police Department,local_police,15,34.22821,-119.182998,not_available
251,2015,2015-03-27,gun,point,car,0,0,White,male,42.0,Fort Ashby,Mineral,WV,West Virginia State Police,state_police,360,39.469297,-78.840693,not_available
254,2015,2015-03-27,gun,shoot,not,0,0,Black,male,41.0,Boston,Suffolk,MA,Boston Police Department,local_police,3,42.313267,-71.08941,not_available
256,2015,2015-03-27,gun,point,not,1,0,White,male,56.0,Encinitas,San Diego,CA,San Diego County Sheriff's Department,sheriff,4,33.049707,-117.242317,not_available
257,2015,2015-03-27,knife,threat,not,0,0,Black,male,39.0,Fort Pierce,St. Lucie,FL,St. Lucie County Sheriff's Office,sheriff,6,27.43475,-80.327529,not_available
258,2015,2015-03-27,replica,point,car,0,0,Hispanic,male,23.0,Bakersfield,Kern,CA,Bakersfield Police Department,local_police,7,35.396041,-119.002883,not_available
316,2015,2015-03-27,gun,shoot,foot,0,0,White,male,40.0,Webster,Worcester,MA,Webster Police Department,local_police,93,42.055899,-71.878142,not_available
252,2015,2015-03-29,gun,point,not,0,0,Black,male,29.0,Elizabethtown,Hardin,KY,Elizabethtown Police Department,local_police,1,37.734754,-85.888502,not_available
264,2015,2015-03-29,unknown,attack,car,0,0,White,male,26.0,Jasper,Pike,OH,Pike County Sheriff's Office,sheriff,16,39.08304,-83.255029,not_available
244,2015,2015-03-30,gun,shoot,not,0,0,unknown,male,54.0,Boulder City,Clark,NV,Boulder City Police Department,local_police,82,35.973875,-114.839753,not_available
262,2015,2015-03-30,gun,point,not,1,0,White,male,49.0,Eugene,Lane,OR,Eugene Police Department,local_police,14,44.090624,-123.18118,not_available
259,2015,2015-03-31,gun,shoot,not,0,0,White,male,36.0,Carollwood,Hillsborough,FL,U.S. Marshals Service,federal,2062,28.102231,-82.489546,not_available
261,2015,2015-03-31,replica,point,not,0,0,Hispanic,male,21.0,Baytown,Harris,TX,Baytown Police Department,local_police,356,29.733042,-94.970698,not_available
263,2015,2015-03-31,vehicle,threat,car,0,0,Black,female,27.0,Fort Meade,Anne Arundel,MD,National Security Agency Police Department,federal,433,39.115463,-76.770193,not_available
267,2015,2015-04-01,gun,shoot,not,0,0,Black,male,37.0,Hawthorne,Los Angeles,CA,Hawthorne Police Department,local_police,3129,33.901906,-118.337333,not_available
533,2015,2015-04-01,knife,attack,not,0,0,White,male,36.0,Hamilton,Mercer,NJ,Hamilton Police Department,local_police,571,40.216873,-74.709921,not_available
286,2015,2015-04-02,gun,point,foot,0,0,Black,male,32.0,Rock Island,Rock Island,IL,Rock Island Police Department,local_police,40,41.499587,-90.581629,not_available
288,2015,2015-04-02,gun,point,not,1,0,White,male,63.0,Metropolis,Massac,IL,Illinois State Police,state_police,41,37.176036,-88.676659,not_available
291,2015,2015-04-02,unarmed,accident,not,0,0,Black,male,44.0,Tulsa,Tulsa,OK,Tulsa County Sheriff's Office,sheriff,46,36.183726,-95.940328,not_available
303,2015,2015-04-02,gun,point,not,1,0,White,male,27.0,Pineville,Rapides,LA,Rapides Parish Sheriff's Office,sheriff,84,31.345502,-92.406698,not_available
299,2015,2015-04-03,knife,threat,not,0,1,White,male,38.0,Winchester,Frederick,VA,Frederick County Sheriff's Office,sheriff,78,39.191124,-78.1282,not_available
296,2015,2015-04-04,gun,point,foot,0,0,Black,male,17.0,Zion,Lake,IL,Zion Police Department,local_police,75,42.452298,-87.844957,not_available
297,2015,2015-04-04,unarmed,flee,foot,0,0,Black,male,50.0,North Charleston,Charleston,SC,North Charleston Police Department,local_police,76,32.899087,-80.013735,not_available
300,2015,2015-04-04,gun,point,not,0,1,Black,male,31.0,Orange,Orange,CA,Anaheim Police Department,local_police,79,33.835615,-117.852427,not_available
302,2015,2015-04-04,gun,point,car,1,0,White,male,34.0,Edgewood,Santa Fe,NM,New Mexico State Police,state_police,81,35.055841,-106.193081,not_available
301,2015,2015-04-05,knife,threat,not,1,0,White,male,51.0,Phoenix,Maricopa,AZ,Phoenix Police Department,local_police,80,33.654717,-112.143506,not_available
304,2015,2015-04-05,gun,point,not,0,0,White,male,56.0,Tehachapi,Kern,CA,Tehachapi Police Department,local_police,85,35.127169,-118.41425,not_available
298,2015,2015-04-06,gun,shoot,not,1,0,White,male,23.0,Indianapolis,Marion,IN,Indianapolis Metropolitan Police Department,local_police,77,39.681067,-86.273261,not_available
318,2015,2015-04-06,gun,shoot,foot,0,0,Black,male,25.0,Harvey,Jefferson,LA,Jefferson Parish Sheriff's Office,sheriff,88,29.876832,-90.048258,not_available
322,2015,2015-04-06,gun,point,car,0,0,White,male,31.0,Jefferson County,Jefferson,ID,Bonneville County Sheriff's Office,sheriff,100,43.64155,-112.049359,not_available
319,2015,2015-04-07,gun,shoot,car,0,0,White,male,32.0,Pottawatomie County,Pottawatomie,OK,Pottawatomie County Sheriff's Office,sheriff,96,35.339394,-97.057457,not_available
329,2015,2015-04-08,gun,shoot,car,0,0,White,male,60.0,San Antonio,Bexar,TX,San Antonio Police Department,local_police,44,29.489357,-98.427013,not_available
330,2015,2015-04-08,unknown,attack,car,0,0,Black,male,42.0,Valdosta,Lowndes,GA,Lowndes County Sheriff's Office,sheriff,281,30.845134,-83.332535,not_available
331,2015,2015-04-08,gun,shoot,foot,0,0,Hispanic,male,39.0,Los Angeles,Los Angeles,CA,Los Angeles Police Department,local_police,38,34.040606,-118.211775,not_available
359,2015,2015-04-08,knife,threat,not,1,0,Asian Heritage,male,28.0,Sunnyvale,Santa Clara,CA,Sunnyvale Police Department,local_police,188,37.403931,-121.994957,not_available
332,2015,2015-04-09,knife,attack,not,0,0,White,male,22.0,Navarre,Santa Rosa,FL,Santa Rosa County Sheriff's Office,sheriff,121,30.413264,-86.8349,not_available
333,2015,2015-04-09,gun,point,car,0,0,Black,male,29.0,Monon,White,IN,Tippecanoe County Sheriff's Department,sheriff,889,40.879479,-86.878633,not_available
340,2015,2015-04-09,gun,shoot,not,1,0,White,male,31.0,Straban Township,Adams,PA,Pennsylvania State Police,state_police,19,39.858871,-77.157926,not_available
343,2015,2015-04-09,gun,point,not,0,0,White,male,28.0,Boiling Springs,Spartanburg,SC,Spartanburg County Sheriff's Department,sheriff,163,35.022788,-82.006144,not_available
534,2015,2015-04-09,unknown,attack,other,0,0,unknown,male,54.0,Kellyville,Creek,OK,Creek County Sheriff's Office,sheriff,572,35.953857,-96.277412,not_available
335,2015,2015-04-10,knife,attack,not,0,0,Hispanic,male,21.0,Corning,Tehama,CA,Tehama County Sheriff's Department,sheriff,140,39.935415,-122.202172,not_available
377,2015,2015-04-10,gun,shoot,car,0,0,White,male,38.0,Topeka,Shawnee,KS,Topeka Police Department,local_police,259,39.053661,-95.761759,not_available
358,2015,2015-04-11,gun,point,not,1,1,White,male,66.0,Sand Springs,Tulsa,OK,Sand Springs Police Department,local_police,165,36.091966,-96.13404,not_available
355,2015,2015-04-12,gun,point,foot,0,1,Black,male,36.0,Indianapolis,Marion,IN,Indianapolis Metropolitan Police Department,local_police,77,39.8126751,-86.1085291,not_available
357,2015,2015-04-12,knife,threat,not,1,0,White,male,83.0,Oklahoma City,Oklahoma,OK,Oklahoma City Police Department,local_police,23,35.403603,-97.340452,not_available
362,2015,2015-04-12,gun,point,car,1,0,White,male,32.0,Salemburg,Sampson,NC,Sampson County Sheriff's Office,sheriff,193,35.064416,-78.490827,not_available
356,2015,2015-04-13,gun,point,not,0,0,Hispanic,male,27.0,Alton,Madison,IL,Alton Police Department,local_police,185,38.892104,-90.134558,not_available
363,2015,2015-04-14,undetermined,threat,foot,0,0,Black,male,26.0,DeSoto,Dallas,TX,DeSoto Police Department,local_police,216,32.662268,-96.822983,not_available
364,2015,2015-04-14,knife,attack,not,1,0,White,male,31.0,Jonesboro,Craighead,AR,Jonesboro Police Department,local_police,218,35.834138,-90.71751,not_available
365,2015,2015-04-15,gun,threat,foot,0,0,Black,male,22.0,Miami,Miami-Dade,FL,Miami-Dade Police Department,local_police,219,25.843845,-80.211959,not_available
366,2015,2015-04-15,knife,attack,not,0,0,Black,male,41.0,Spartanburg,Spartanburg,SC,Spartanburg Police Department,local_police,220,34.904487,-81.911625,not_available
367,2015,2015-04-15,unarmed,move,car,0,0,Black,male,41.0,Houston,Harris,TX,Houston Police Department,local_police,102,29.806365,-95.173269,not_available
368,2015,2015-04-15,replica,point,car,0,1,White,male,51.0,Columbia,Boone,MO,Columbia Police Department,local_police,1616,38.948255,-92.325555,not_available
369,2015,2015-04-15,gun,shoot,not,1,0,White,male,72.0,Cañon City,Fremont,CO,Canon City Police Department,local_police,233,38.446499,-105.192156,not_available
